Temps (en s),Position (en mm),Force (en kN),Inclinaison (en °),Pressure (en bar),AIO1 (50mm) (en mm),AIO3 (Temp Ch) (en °C),AIO4 (100mm) (en mm),AIO5(50mm) (en mm),AIO6(100mm) (en mm),Angle (body) (en °),angle (riser) (en °),
50.5400,212.35,7.11,-2.477,93.4,-2.21,61.8,-5.94,-5.95,-10.84,-0.498,-1.150,
50.5500,211.63,7.84,-2.239,93.1,-1.05,61.9,-3.34,-5.03,-8.98,-0.437,-1.139,
50.5600,210.88,8.39,-2.474,92.7,-2.21,61.8,-5.93,-5.96,-10.85,-0.497,-1.148,
50.5700,210.61,8.42,-2.237,93.2,-1.04,61.9,-3.33,-5.02,-8.98,-0.437,-1.158,
50.5800,209.78,8.61,-2.473,92.8,-2.22,61.8,-5.94,-5.96,-10.85,-0.498,-1.156,
50.5900,209.18,8.30,-2.231,93.7,-1.04,61.9,-3.34,-5.03,-8.99,-0.437,-1.201,
50.6000,208.45,8.45,-2.470,92.6,-2.22,61.8,-5.95,-5.96,-10.83,-0.498,-1.222,
50.6100,207.75,8.51,-2.216,92.6,-1.03,61.9,-3.35,-5.02,-8.97,-0.437,-1.240,
50.6200,206.96,8.24,-2.462,93.0,-2.22,62.3,-5.94,-5.95,-10.85,-0.498,-1.255,
50.6300,206.38,7.93,-2.222,93.0,-1.03,62.4,-3.32,-5.02,-8.98,-0.437,-1.265,
50.6400,205.50,7.02,-2.455,93.2,-2.21,62.4,-5.92,-5.94,-10.84,-0.498,-1.269,
50.6500,204.79,6.41,-2.220,92.6,-1.05,62.5,-3.34,-5.03,-8.98,-0.437,-1.261,
50.6600,204.02,6.20,-2.460,93.3,-2.21,62.4,-5.95,-5.96,-10.84,-0.498,-1.271,
50.6700,203.54,6.16,-2.221,92.6,-1.03,62.3,-3.31,-5.02,-8.95,-0.437,-1.246,
50.6800,203.25,6.23,-2.466,93.2,-2.23,62.2,-5.95,-5.96,-10.86,-0.498,-1.227,
50.6900,202.42,6.10,-2.232,92.9,-1.04,62.3,-3.33,-5.02,-8.98,-0.437,-1.197,
50.7000,201.91,6.01,-2.478,92.9,-2.22,62.2,-5.95,-5.97,-10.86,-0.498,-1.175,
50.7100,201.09,5.86,-2.238,93.2,-1.03,62.4,-3.34,-5.02,-8.98,-0.437,-1.122,
50.7200,200.34,6.29,-2.487,92.9,-2.22,62.2,-5.96,-5.96,-10.85,-0.498,-1.063,
50.7300,199.93,6.65,-2.264,93.2,-1.03,62.3,-3.33,-5.02,-8.97,-0.437,-0.998,
50.7400,199.27,7.63,-2.512,92.7,-2.22,62.2,-5.92,-5.95,-10.84,-0.497,-0.939,
50.7500,198.39,8.09,-2.285,92.4,-1.03,62.0,-3.34,-5.02,-8.99,-0.437,-0.789,
50.7600,197.74,8.33,-2.534,93.3,-2.22,61.9,-5.94,-5.95,-10.86,-0.498,-0.712,
50.7700,197.15,8.64,-2.316,92.8,-1.04,61.9,-3.33,-5.02,-8.99,-0.438,-0.646,
50.7800,196.47,9.52,-2.564,93.2,-2.22,61.9,-5.95,-5.94,-10.84,-0.498,-0.585,
50.7900,195.78,10.50,-2.336,93.0,-1.02,62.2,-3.34,-5.02,-8.98,-0.437,-0.506,
50.8000,195.25,11.66,-2.584,93.0,-2.22,62.2,-5.95,-5.95,-10.85,-0.498,-0.450,
50.8100,194.40,12.39,-2.348,92.6,-1.03,62.4,-3.30,-5.02,-8.96,-0.437,-0.395,
50.8200,193.96,12.88,-2.600,92.9,-2.22,62.2,-5.92,-5.96,-10.84,-0.498,-0.348,
50.8300,193.30,13.28,-2.378,92.9,-1.04,62.3,-3.34,-5.03,-8.98,-0.437,-0.309,
50.8400,192.46,14.01,-2.615,93.4,-2.23,62.2,-5.97,-5.95,-10.85,-0.499,-0.282,
50.8500,191.97,14.28,-2.382,93.4,-1.02,62.3,-3.33,-5.02,-8.98,-0.437,-0.262,
50.8600,191.05,15.08,-2.628,92.6,-2.23,62.2,-5.97,-5.95,-10.86,-0.499,-0.247,
50.8700,190.47,14.98,-2.379,93.1,-1.01,62.4,-3.33,-5.03,-8.98,-0.438,-0.232,
50.8800,189.77,15.05,-2.625,93.1,-2.24,62.4,-5.94,-5.95,-10.86,-0.498,-0.232,
50.8900,189.17,14.71,-2.390,93.4,-1.02,62.5,-3.31,-5.02,-8.99,-0.437,-0.247,
50.9000,188.58,14.92,-2.618,92.4,-2.24,62.4,-5.96,-5.96,-10.85,-0.498,-0.250,
50.9100,187.76,15.01,-2.386,93.0,-1.02,62.5,-3.27,-5.01,-8.95,-0.438,-0.275,
50.9200,187.35,14.89,-2.617,92.8,-2.22,62.3,-5.95,-5.95,-10.84,-0.499,-0.288,
50.9300,186.51,14.71,-2.378,92.7,-1.02,62.0,-3.32,-5.02,-8.98,-0.438,-0.307,
50.9400,185.65,14.13,-2.609,92.8,-2.23,61.9,-5.95,-5.95,-10.85,-0.499,-0.326,
50.9500,184.90,13.37,-2.371,92.8,-1.03,62.0,-3.32,-5.01,-8.97,-0.439,-0.324,
50.9600,184.35,13.55,-2.603,93.1,-2.22,62.0,-5.98,-5.97,-10.87,-0.498,-0.320,
50.9700,183.65,13.43,-2.384,92.8,-1.02,62.0,-3.31,-5.02,-8.96,-0.438,-0.311,
50.9800,183.00,14.16,-2.616,93.4,-2.24,61.9,-5.98,-5.96,-10.86,-0.498,-0.305,
50.9900,182.28,13.73,-2.389,92.3,-1.01,62.1,-3.31,-5.01,-8.96,-0.439,-0.277,
51.0000,181.55,13.98,-2.623,93.2,-2.24,61.9,-5.96,-5.96,-10.88,-0.498,-0.247,
51.0100,180.98,13.82,-2.397,92.7,-1.01,62.2,-3.30,-5.01,-8.96,-0.438,-0.207,
51.0200,180.19,14.59,-2.637,93.1,-2.24,62.1,-5.98,-5.96,-10.86,-0.498,-0.164,
51.0300,179.39,14.95,-2.417,92.9,-1.00,62.2,-3.28,-5.01,-8.95,-0.438,-0.117,
51.0400,178.80,15.69,-2.653,93.6,-2.24,62.1,-5.97,-5.95,-10.86,-0.499,-0.055,
51.0500,178.09,16.11,-2.433,92.8,-1.01,62.5,-3.31,-5.02,-8.98,-0.436,0.007,
51.0600,177.52,16.39,-2.672,92.8,-2.24,62.4,-5.97,-5.96,-10.86,-0.498,0.058,
51.0700,176.72,16.88,-2.460,92.7,-1.03,62.4,-3.31,-5.02,-8.99,-0.437,0.120,
51.0800,176.04,17.46,-2.683,93.1,-2.23,62.4,-5.91,-5.96,-10.85,-0.498,0.233,
51.0900,175.43,18.25,-2.477,92.9,-1.03,62.5,-3.31,-5.01,-8.96,-0.438,0.286,
51.1000,174.55,18.83,-2.708,93.1,-2.23,62.4,-5.96,-5.95,-10.84,-0.499,0.342,
51.1100,173.80,18.80,-2.497,92.9,-1.00,62.5,-3.29,-5.00,-8.96,-0.437,0.393,
51.1200,173.20,19.04,-2.728,93.0,-2.22,62.5,-5.95,-5.96,-10.86,-0.498,0.446,
51.1300,172.76,19.04,-2.511,93.3,-1.02,62.3,-3.29,-5.01,-8.98,-0.437,0.478,
51.1400,172.28,19.81,-2.753,93.0,-2.24,61.9,-5.97,-5.96,-10.85,-0.498,0.512,
51.1500,171.59,19.99,-2.529,92.6,-1.01,62.1,-3.28,-5.01,-8.95,-0.437,0.538,
51.1600,170.87,20.17,-2.756,93.5,-2.24,61.9,-5.99,-5.96,-10.86,-0.499,0.564,
51.1700,170.32,19.90,-2.531,92.7,-1.01,62.0,-3.31,-5.01,-8.98,-0.437,0.587,
51.1800,169.28,20.26,-2.761,92.4,-2.25,61.9,-5.99,-5.96,-10.88,-0.498,0.600,
51.1900,168.90,20.23,-2.538,93.4,-1.01,62.1,-3.30,-5.01,-8.98,-0.437,0.621,
51.2000,168.11,20.54,-2.762,92.7,-2.26,61.8,-6.00,-5.97,-10.89,-0.499,0.642,
51.2100,167.50,20.90,-2.543,93.2,-1.01,62.0,-3.29,-5.02,-8.97,-0.437,0.632,
51.2200,166.92,20.57,-2.730,92.6,-2.25,61.9,-5.99,-5.97,-10.86,-0.498,0.651,
51.2300,166.11,20.60,-2.550,92.9,-1.00,62.0,-3.31,-5.02,-8.97,-0.437,0.653,
51.2400,165.55,20.36,-2.769,93.2,-2.25,61.9,-5.98,-5.97,-10.88,-0.499,0.666,
51.2500,164.94,20.72,-2.547,93.0,-0.99,62.1,-3.27,-5.01,-8.96,-0.437,0.670,
51.2600,164.04,21.03,-2.762,93.4,-2.23,62.1,-5.98,-5.98,-10.87,-0.499,0.692,
51.2700,163.40,21.61,-2.555,93.0,-0.99,62.5,-3.27,-5.01,-8.95,-0.437,0.713,
51.2800,162.69,21.88,-2.791,93.2,-2.25,62.3,-5.99,-5.97,-10.86,-0.498,0.747,
51.2900,162.14,21.61,-2.567,93.2,-0.99,62.5,-3.24,-5.01,-8.96,-0.437,0.773,
51.3000,161.37,22.28,-2.794,92.9,-2.26,62.3,-6.01,-5.97,-10.89,-0.498,0.809,
51.3100,160.82,22.40,-2.574,92.7,-1.01,62.4,-3.30,-5.02,-8.98,-0.437,0.837,
51.3200,160.07,23.50,-2.798,93.2,-2.25,62.3,-5.99,-5.98,-10.89,-0.499,0.877,
51.3300,159.34,23.59,-2.591,93.2,-0.99,62.5,-3.28,-5.02,-8.96,-0.438,0.926,
51.3400,158.64,24.41,-2.820,93.0,-2.26,62.3,-6.00,-5.98,-10.88,-0.499,0.956,
51.3500,157.95,24.38,-2.607,92.5,-0.98,62.3,-3.27,-5.01,-8.95,-0.438,1.003,
51.3600,157.16,24.44,-2.829,93.0,-2.25,62.1,-5.95,-5.97,-10.88,-0.499,1.027,
51.3700,156.45,25.24,-2.612,93.0,-0.99,62.1,-3.27,-5.02,-8.97,-0.437,1.065,
51.3800,155.84,25.45,-2.832,93.0,-2.26,62.1,-5.98,-5.97,-10.87,-0.498,1.084,
51.3900,155.20,26.18,-2.622,93.0,-0.99,62.0,-3.29,-5.02,-8.96,-0.437,1.114,
51.4000,154.65,26.12,-2.845,92.7,-2.25,61.8,-6.02,-5.97,-10.87,-0.499,1.154,
51.4100,153.88,26.52,-2.633,93.6,-0.99,61.9,-3.27,-5.01,-8.93,-0.438,1.197,
51.4200,153.00,26.79,-2.859,92.7,-2.26,61.7,-6.00,-5.98,-10.88,-0.499,1.225,
51.4300,152.40,26.82,-2.643,92.9,-0.99,61.9,-3.26,-5.02,-8.96,-0.438,1.246,
51.4400,151.72,27.25,-2.867,92.6,-2.27,61.7,-6.01,-5.98,-10.89,-0.499,1.265,
51.4500,151.04,26.76,-2.647,93.0,-1.01,61.8,-3.31,-5.03,-8.97,-0.437,1.266,
51.4600,150.26,27.04,-2.868,93.2,-2.26,61.8,-6.00,-5.97,-10.87,-0.499,1.283,
51.4700,149.65,26.37,-2.661,92.7,-1.00,61.9,-3.29,-5.02,-8.97,-0.436,1.304,
51.4800,148.92,26.73,-2.878,93.4,-2.26,62.3,-6.00,-5.98,-10.88,-0.499,1.306,
51.4900,148.26,26.37,-2.663,92.4,-0.99,62.5,-3.25,-5.02,-8.95,-0.438,1.325,
51.5000,147.55,26.58,-2.879,92.9,-2.25,62.4,-5.98,-5.98,-10.87,-0.499,1.351,
51.5100,146.89,26.52,-2.672,93.2,-1.01,62.5,-3.29,-5.03,-8.96,-0.438,1.376,
51.5200,146.06,26.46,-2.891,93.1,-2.24,62.3,-5.99,-5.97,-10.86,-0.498,1.398,
51.5300,145.24,26.43,-2.678,93.2,-0.99,62.5,-3.27,-5.01,-8.94,-0.438,1.441,
51.5400,144.74,26.12,-2.900,92.4,-2.27,62.2,-6.00,-5.98,-10.89,-0.499,1.490,
51.5500,143.98,26.43,-2.693,93.7,-0.99,62.3,-3.26,-5.01,-8.96,-0.437,1.513,
51.5600,143.19,26.76,-2.919,92.4,-2.27,62.2,-6.02,-5.98,-10.89,-0.499,1.569,
51.5700,142.57,26.64,-2.698,92.5,-1.00,62.3,-3.27,-5.03,-8.98,-0.438,1.613,
51.5800,141.78,27.22,-2.936,93.1,-2.25,62.2,-6.02,-5.98,-10.87,-0.499,1.673,
51.5900,141.47,27.44,-2.729,93.5,-1.00,62.2,-3.31,-5.02,-8.97,-0.438,1.712,
51.6000,140.73,28.17,-2.957,93.0,-2.26,62.2,-6.01,-5.98,-10.89,-0.499,1.771,
51.6100,140.13,28.93,-2.749,93.1,-0.98,62.2,-3.26,-5.02,-8.96,-0.437,1.833,
51.6200,139.43,29.66,-2.975,92.8,-2.27,61.8,-6.00,-5.98,-10.89,-0.499,1.895,
51.6300,138.70,30.00,-2.767,93.1,-0.99,61.9,-3.28,-5.02,-8.95,-0.437,1.942,
51.6400,138.10,30.94,-2.989,92.3,-2.25,61.8,-5.99,-5.97,-10.84,-0.499,1.991,
51.6500,137.38,31.56,-2.781,93.4,-0.98,62.3,-3.27,-5.02,-8.94,-0.438,2.047,
51.6600,136.63,32.44,-3.012,93.0,-2.26,62.2,-6.00,-5.97,-10.89,-0.500,2.089,
51.6700,135.92,32.71,-2.793,92.7,-0.98,62.4,-3.24,-5.01,-8.94,-0.438,2.106,
51.6800,135.33,33.17,-3.014,93.3,-2.27,62.3,-6.03,-5.99,-10.89,-0.499,2.138,
51.6900,134.56,33.54,-2.802,92.9,-0.98,62.4,-3.27,-5.01,-8.94,-0.438,2.160,
51.7000,134.07,33.75,-3.012,92.8,-2.28,62.1,-6.05,-5.98,-10.88,-0.499,2.162,
51.7100,133.32,34.06,-2.802,92.9,-0.98,62.3,-3.26,-5.01,-8.93,-0.438,2.155,
51.7200,132.64,34.18,-3.012,93.6,-2.27,62.1,-6.04,-5.98,-10.89,-0.500,2.155,
51.7300,132.00,34.09,-2.796,92.8,-0.99,62.4,-3.26,-5.02,-8.96,-0.438,2.153,
51.7400,131.27,33.81,-3.011,93.0,-2.27,62.4,-6.02,-5.98,-10.87,-0.500,2.145,
51.7500,130.48,33.57,-2.799,93.1,-0.98,62.5,-3.28,-5.03,-8.94,-0.438,2.145,
51.7600,129.84,33.60,-3.014,93.1,-2.25,62.5,-6.02,-5.99,-10.87,-0.499,2.159,
51.7700,128.94,33.08,-2.802,92.7,-0.97,62.5,-3.26,-5.02,-8.95,-0.438,2.155,
51.7800,128.38,33.05,-3.016,93.3,-2.26,62.4,-5.99,-5.97,-10.86,-0.499,2.145,
51.7900,127.75,32.87,-2.814,92.6,-0.98,62.5,-3.25,-5.01,-8.95,-0.438,2.168,
51.8000,127.04,32.71,-3.008,92.9,-2.28,62.4,-5.98,-5.97,-10.86,-0.500,2.168,
51.8100,126.43,32.41,-2.812,93.7,-0.96,62.5,-3.25,-5.01,-8.91,-0.438,2.183,
51.8200,125.48,32.78,-3.019,92.8,-2.27,61.9,-6.04,-5.98,-10.87,-0.501,2.215,
51.8300,124.79,32.93,-2.817,93.3,-0.97,61.9,-3.25,-5.01,-8.93,-0.438,2.236,
51.8400,124.18,33.08,-3.025,92.5,-2.28,61.8,-6.02,-5.98,-10.88,-0.499,2.277,
51.8500,123.43,33.42,-2.832,92.9,-0.98,62.0,-3.27,-5.02,-8.95,-0.438,2.328,
51.8600,122.79,33.75,-3.046,93.2,-2.28,61.8,-6.03,-5.98,-10.87,-0.500,2.373,
51.8700,122.02,34.09,-2.850,93.1,-0.98,62.2,-3.26,-5.01,-8.93,-0.438,2.424,
51.8800,121.44,34.39,-3.068,92.9,-2.26,62.1,-6.02,-5.98,-10.87,-0.502,2.482,
51.8900,120.78,34.91,-2.866,93.4,-0.98,62.2,-3.27,-5.02,-8.94,-0.439,2.533,
51.9000,119.90,35.71,-3.083,93.4,-2.26,62.1,-6.00,-5.97,-10.86,-0.501,2.586,
51.9100,119.31,36.04,-2.878,92.6,-0.98,62.2,-3.25,-5.02,-8.94,-0.439,2.635,
51.9200,118.63,36.65,-3.110,93.6,-2.27,62.2,-6.03,-5.97,-10.86,-0.502,2.708,
51.9300,117.86,36.74,-2.906,92.2,-0.98,62.3,-3.24,-5.01,-8.92,-0.438,2.772,
51.9400,117.35,37.02,-3.125,92.8,-2.27,62.0,-6.04,-5.98,-10.87,-0.499,2.804,
51.9500,116.69,37.11,-2.924,92.9,-0.97,62.4,-3.23,-5.00,-8.93,-0.438,2.857,
51.9600,115.89,37.54,-3.138,92.6,-2.29,62.3,-6.03,-5.98,-10.88,-0.500,2.898,
51.9700,115.17,37.78,-2.943,93.1,-0.99,62.4,-3.27,-5.02,-8.94,-0.438,2.928,
51.9800,114.31,37.81,-3.143,93.2,-2.28,62.3,-6.04,-5.99,-10.88,-0.500,2.962,
51.9900,113.69,37.81,-2.954,93.0,-0.96,62.2,-3.28,-5.02,-8.94,-0.438,2.998,
52.0000,112.90,37.87,-3.156,93.1,-2.28,61.8,-6.06,-5.99,-10.89,-0.499,3.019,
52.0100,112.23,37.78,-2.953,92.8,-0.97,62.0,-3.24,-5.01,-8.94,-0.437,3.043,
52.0200,111.57,37.93,-3.164,92.8,-2.29,61.9,-6.03,-5.98,-10.91,-0.500,3.069,
52.0300,110.80,37.90,-2.972,92.8,-0.98,62.0,-3.26,-5.02,-8.95,-0.438,3.086,
52.0400,110.36,37.84,-3.170,93.0,-2.28,61.9,-6.04,-5.98,-10.89,-0.500,3.092,
52.0500,109.90,38.18,-2.969,92.9,-0.95,62.1,-3.24,-5.01,-8.94,-0.439,3.116,
52.0600,109.09,38.45,-3.176,92.3,-2.28,61.9,-6.04,-5.98,-10.89,-0.500,3.139,
52.0700,108.49,38.64,-2.974,93.1,-0.93,62.1,-3.22,-5.01,-8.93,-0.439,3.137,
52.0800,107.68,38.91,-3.182,92.9,-2.26,62.0,-5.98,-5.97,-10.86,-0.500,3.179,
52.0900,107.03,39.12,-2.975,92.9,-0.97,62.0,-3.25,-5.02,-8.94,-0.439,3.201,
52.1000,106.42,39.58,-3.185,92.9,-2.28,61.9,-6.03,-5.98,-10.87,-0.499,3.214,
52.1100,105.83,40.10,-2.982,93.0,-0.95,62.1,-3.23,-5.00,-8.92,-0.438,3.233,
52.1200,105.12,40.44,-3.194,93.4,-2.26,62.3,-6.03,-5.98,-10.88,-0.500,3.263,
52.1300,104.37,40.92,-2.993,92.6,-0.97,62.5,-3.24,-5.01,-8.94,-0.439,3.288,
52.1400,103.38,41.02,-3.205,93.3,-2.28,62.4,-6.03,-5.99,-10.88,-0.500,3.303,
52.1500,102.94,41.11,-3.001,92.4,-0.97,62.5,-3.23,-5.02,-8.93,-0.438,3.325,
52.1600,102.17,41.47,-3.217,93.4,-2.29,62.3,-6.08,-5.99,-10.90,-0.499,3.348,
52.1700,101.73,41.90,-3.009,93.2,-0.96,62.5,-3.25,-5.01,-8.94,-0.438,3.376,
52.1800,101.00,42.36,-3.220,92.8,-2.29,62.3,-6.06,-5.98,-10.89,-0.500,3.395,
52.1900,100.14,42.42,-3.029,92.4,-0.97,62.5,-3.26,-5.01,-8.94,-0.439,3.425,
52.2000,99.50,42.36,-3.225,92.6,-2.27,62.4,-6.06,-5.99,-10.89,-0.501,3.459,
52.2100,98.73,42.48,-3.029,93.5,-0.97,62.2,-3.27,-5.02,-8.96,-0.438,3.485,
52.2200,97.89,42.76,-3.226,92.8,-2.29,62.1,-6.04,-5.98,-10.87,-0.500,3.527,
52.2300,97.17,42.54,-3.045,93.0,-0.95,62.2,-3.22,-5.01,-8.91,-0.438,3.544,
52.2400,96.50,42.88,-3.246,93.4,-2.28,62.2,-6.05,-5.98,-10.89,-0.500,3.570,
52.2500,95.86,42.60,-3.051,92.8,-0.96,62.1,-3.21,-5.00,-8.92,-0.438,3.596,
52.2600,95.21,42.60,-3.257,92.8,-2.28,61.9,-6.04,-5.98,-10.90,-0.500,3.611,
52.2700,94.46,42.36,-3.057,92.7,-0.95,62.1,-3.21,-5.01,-8.92,-0.438,3.636,
52.2800,93.77,42.51,-3.262,93.1,-2.29,62.0,-6.06,-5.99,-10.88,-0.500,3.664,
52.2900,93.02,42.63,-3.066,92.7,-0.96,62.1,-3.23,-5.01,-8.93,-0.439,3.692,
52.3000,92.32,42.45,-3.268,93.7,-2.29,61.9,-6.06,-5.99,-10.90,-0.500,3.711,
52.3100,91.68,42.66,-3.080,92.0,-0.98,62.0,-3.25,-5.02,-8.94,-0.438,3.760,
52.3200,90.97,42.57,-3.272,93.4,-2.28,61.9,-6.03,-5.99,-10.92,-0.500,3.790,
52.3300,90.36,42.57,-3.090,92.8,-0.98,62.3,-3.23,-5.01,-8.94,-0.438,3.835,
52.3400,89.67,42.82,-3.300,92.9,-2.29,62.3,-6.07,-5.99,-10.91,-0.501,3.879,
52.3500,88.99,43.18,-3.103,93.0,-0.97,62.5,-3.26,-5.02,-8.95,-0.438,3.920,
52.3600,88.29,43.30,-3.316,93.3,-2.26,62.6,-6.05,-5.99,-10.89,-0.501,3.984,
52.3700,87.51,43.49,-3.114,92.8,-0.97,62.5,-3.24,-5.02,-8.95,-0.438,4.027,
52.3800,86.85,43.88,-3.326,93.0,-2.29,62.2,-6.03,-5.99,-10.89,-0.500,4.071,
52.3900,86.06,44.40,-3.147,92.1,-0.95,62.3,-3.21,-5.01,-8.92,-0.439,4.116,
52.4000,85.46,44.68,-3.352,93.0,-2.28,62.1,-6.06,-5.99,-10.90,-0.501,4.172,
52.4100,84.83,45.26,-3.156,92.8,-0.96,62.2,-3.24,-5.01,-8.93,-0.438,4.216,
52.4200,84.17,45.78,-3.363,93.1,-2.28,62.1,-6.03,-5.98,-10.88,-0.501,4.297,
52.4300,83.22,46.36,-3.168,92.7,-0.96,62.2,-3.22,-5.01,-8.93,-0.439,4.347,
52.4400,82.65,46.36,-3.383,92.8,-2.28,62.1,-6.05,-5.99,-10.90,-0.501,4.400,
52.4500,81.99,46.88,-3.186,93.6,-0.96,62.2,-3.21,-5.01,-8.92,-0.439,4.428,
52.4600,81.17,47.18,-3.384,92.7,-2.30,62.0,-6.08,-5.99,-10.91,-0.500,4.460,
52.4700,80.47,47.70,-3.203,93.2,-0.95,61.9,-3.20,-5.01,-8.93,-0.437,4.472,
52.4800,79.61,48.19,-3.396,92.5,-2.30,61.7,-6.09,-5.99,-10.92,-0.500,4.498,
52.4900,79.25,48.34,-3.210,93.2,-0.95,61.8,-3.23,-5.02,-8.94,-0.439,4.502,
52.5000,78.88,48.55,-3.403,92.9,-2.30,61.8,-6.07,-5.99,-10.93,-0.501,4.502,
52.5100,78.24,48.71,-3.209,92.9,-0.95,62.3,-3.21,-5.01,-8.94,-0.440,4.517,
52.5200,77.66,48.83,-3.402,92.5,-2.28,62.3,-6.05,-5.99,-10.91,-0.501,4.530,
52.5300,76.76,48.92,-3.216,93.3,-0.94,62.4,-3.19,-5.00,-8.91,-0.439,4.530,
52.5400,76.03,48.68,-3.398,92.8,-2.29,62.2,-6.06,-5.99,-10.90,-0.501,4.545,
52.5500,75.35,48.83,-3.216,92.8,-0.94,62.4,-3.16,-5.00,-8.91,-0.438,4.541,
52.5600,74.74,48.92,-3.409,92.9,-2.31,62.2,-6.07,-5.99,-10.91,-0.500,4.549,
52.5700,74.07,48.80,-3.210,92.7,-0.96,62.3,-3.22,-5.01,-8.94,-0.439,4.549,
52.5800,73.26,48.80,-3.410,92.7,-2.30,62.2,-6.07,-5.99,-10.91,-0.501,4.541,
52.5900,72.69,48.77,-3.218,93.2,-0.96,62.3,-3.24,-5.02,-8.95,-0.439,4.552,
52.6000,72.00,48.77,-3.400,93.1,-2.29,62.3,-6.09,-6.00,-10.93,-0.501,4.566,
52.6100,70.99,48.95,-3.222,92.6,-0.94,62.4,-3.20,-5.00,-8.94,-0.439,4.575,
52.6200,70.42,48.77,-3.407,93.7,-2.30,62.2,-6.07,-6.00,-10.92,-0.501,4.583,
52.6300,69.69,48.83,-3.225,92.8,-0.94,62.4,-3.19,-5.01,-8.94,-0.439,4.616,
52.6400,69.14,48.83,-3.419,92.1,-2.31,62.2,-6.04,-6.00,-10.92,-0.500,4.639,
52.6500,68.48,49.19,-3.251,92.8,-0.94,62.4,-3.20,-5.00,-8.93,-0.439,4.680,
52.6600,67.69,49.22,-3.443,92.9,-2.30,62.2,-6.07,-5.99,-10.91,-0.501,4.718,
52.6700,67.11,49.13,-3.254,93.0,-0.95,62.3,-3.23,-5.01,-8.96,-0.439,4.761,
52.6800,66.41,49.68,-3.447,92.7,-2.31,61.7,-6.08,-6.00,-10.92,-0.502,4.807,
52.6900,65.72,50.02,-3.271,93.0,-0.94,61.9,-3.21,-5.02,-8.95,-0.439,4.859,
52.7000,65.02,50.11,-3.473,93.2,-2.30,61.9,-6.08,-6.00,-10.93,-0.502,4.919,
52.7100,64.22,50.45,-3.288,93.0,-0.94,61.9,-3.21,-5.01,-8.93,-0.439,4.976,
52.7200,63.56,50.63,-3.481,92.8,-2.29,62.0,-6.06,-5.99,-10.90,-0.501,5.019,
52.7300,62.97,51.06,-3.304,93.4,-0.93,62.2,-3.18,-5.00,-8.91,-0.440,5.053,
52.7400,62.20,51.06,-3.492,92.9,-2.30,62.0,-6.07,-6.00,-10.93,-0.500,5.115,
52.7500,61.58,51.70,-3.320,92.6,-0.94,62.2,-3.16,-5.01,-8.93,-0.441,5.211,
52.7600,60.81,51.79,-3.514,93.0,-2.31,62.0,-6.09,-6.00,-10.92,-0.501,5.241,
52.7700,60.00,51.97,-3.335,92.9,-0.96,62.1,-3.23,-5.02,-8.96,-0.440,5.279,
52.7800,59.33,51.91,-3.511,93.4,-2.32,62.0,-6.10,-6.00,-10.93,-0.501,5.309,
52.7900,58.70,52.43,-3.344,93.2,-0.93,62.1,-3.21,-5.01,-8.94,-0.441,5.345,
52.8000,57.99,52.19,-3.539,93.2,-2.30,62.0,-6.09,-6.00,-10.94,-0.500,5.379,
52.8100,57.39,52.70,-3.362,92.8,-0.93,62.6,-3.21,-5.02,-8.95,-0.440,5.418,
52.8200,56.62,52.86,-3.549,92.4,-2.30,62.4,-6.07,-6.00,-10.93,-0.501,5.443,
52.8300,56.01,52.95,-3.373,92.9,-0.93,62.6,-3.17,-5.00,-8.92,-0.442,5.463,
52.8400,55.24,53.01,-3.563,93.2,-2.31,62.4,-6.08,-6.00,-10.93,-0.501,5.488,
52.8500,54.64,53.22,-3.372,92.7,-0.93,62.2,-3.18,-5.00,-8.93,-0.439,5.510,
52.8600,53.98,53.68,-3.565,93.1,-2.32,61.9,-6.04,-6.00,-10.93,-0.501,5.531,
52.8700,53.12,53.53,-3.390,92.9,-0.94,62.0,-3.20,-5.01,-8.95,-0.439,5.546,
52.8800,52.53,53.53,-3.575,92.9,-2.32,61.9,-6.09,-6.00,-10.93,-0.500,5.563,
52.8900,51.86,53.77,-3.396,92.8,-0.94,62.0,-3.20,-5.01,-8.95,-0.440,5.574,
52.9000,51.21,54.05,-3.580,93.1,-2.33,61.8,-6.11,-6.01,-10.95,-0.502,5.593,
52.9100,50.50,54.29,-3.400,92.5,-0.93,62.0,-3.20,-5.01,-8.94,-0.440,5.610,
52.9200,49.51,54.66,-3.590,93.3,-2.30,62.0,-6.09,-6.00,-10.93,-0.501,5.637,
52.9300,48.94,54.44,-3.409,93.2,-0.92,62.2,-3.22,-5.02,-8.96,-0.439,5.659,
52.9400,48.34,54.53,-3.593,92.9,-2.31,62.0,-6.07,-6.00,-10.93,-0.502,5.682,
52.9500,47.79,54.81,-3.417,93.6,-0.93,62.0,-3.20,-5.01,-8.94,-0.439,5.689,
52.9600,47.33,55.30,-3.598,92.6,-2.31,61.9,-6.08,-6.00,-10.91,-0.501,5.727,
52.9700,46.62,55.48,-3.428,92.2,-0.92,62.1,-3.17,-5.00,-8.92,-0.440,5.748,
52.9800,46.07,55.60,-3.613,92.9,-2.31,62.2,-6.06,-6.00,-10.94,-0.502,5.778,
52.9900,45.30,56.06,-3.430,93.3,-0.94,62.4,-3.20,-5.01,-8.94,-0.440,5.808,
